# Portcard 		 FEC 	 tkFEC 		 ring 	 ccu 	 I2C_channel 	 Module 			 POH 	 module_channel 	 FED
BPix_BmI_SEC4_PRT1 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x11 	 BPix_BmI_SEC4_LYR2_LDR7F_MOD3		 A1 	 28 			 1256
BPix_BmI_SEC4_PRT1 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x11 	 BPix_BmI_SEC4_LYR2_LDR7F_MOD3		 A2 	 28 			 1256
BPix_BmI_SEC4_PRT1 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x11 	 BPix_BmI_SEC4_LYR2_LDR7F_MOD3		 B1 	 27 			 1256
BPix_BmI_SEC4_PRT1 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x11 	 BPix_BmI_SEC4_LYR2_LDR7F_MOD3		 B2 	 27 			 1256
BPix_BmI_SEC4_PRT1 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x11 	 BPix_BmI_SEC4_LYR2_LDR7F_MOD4		 A1 	 26 			 1256
BPix_BmI_SEC4_PRT1 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x11 	 BPix_BmI_SEC4_LYR2_LDR7F_MOD4		 A2 	 26 			 1256
BPix_BmI_SEC4_PRT1 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x11 	 BPix_BmI_SEC4_LYR2_LDR7F_MOD4		 B1 	 25 			 1256
BPix_BmI_SEC4_PRT1 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x11 	 BPix_BmI_SEC4_LYR2_LDR7F_MOD4		 B2 	 25 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR9F_MOD1		 A1 	 15 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR9F_MOD2		 A1 	 16 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR9F_MOD3		 A1 	 13 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR9F_MOD4		 A1 	 14 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR10F_MOD1		 A1 	 23 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR10F_MOD2		 A1 	 24 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR10F_MOD3		 A1 	 21 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR10F_MOD4		 A1 	 22 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR11F_MOD1		 A1 	 26 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR11F_MOD2		 A1 	 25 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR11F_MOD3		 A1 	 28 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR11F_MOD4		 A1 	 27 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR13F_MOD1		 A1 	 3 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR13F_MOD2		 A1 	 4 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR13F_MOD3		 A1 	 1 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR13F_MOD4		 A1 	 2 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR14F_MOD1		 A1 	 7 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR14F_MOD2		 A1 	 8 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR14F_MOD3		 A1 	 5 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR14F_MOD4		 A1 	 6 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR15F_MOD1		 A1 	 10 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR15F_MOD2		 A1 	 9 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR15F_MOD3		 A1 	 12 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR15F_MOD4		 A1 	 11 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR16F_MOD1		 A1 	 18 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR16F_MOD2		 A1 	 17 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR16F_MOD3		 A1 	 20 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR16F_MOD4		 A1 	 19 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR9F_MOD1		 A2 	 15 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR9F_MOD2		 A2 	 16 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR9F_MOD3		 A2 	 13 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR9F_MOD4		 A2 	 14 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR10F_MOD1		 A2 	 23 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR10F_MOD2		 A2 	 24 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR10F_MOD3		 A2 	 21 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR10F_MOD4		 A2 	 22 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR11F_MOD1		 A2 	 26 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR11F_MOD2		 A2 	 25 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR11F_MOD3		 A2 	 28 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR3_LDR11F_MOD4		 A2 	 27 			 1257
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR13F_MOD1		 A2 	 3 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR13F_MOD2		 A2 	 4 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR13F_MOD3		 A2 	 1 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR13F_MOD4		 A2 	 2 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR14F_MOD1		 A2 	 7 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR14F_MOD2		 A2 	 8 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR14F_MOD3		 A2 	 5 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR14F_MOD4		 A2 	 6 			 1255
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR15F_MOD1		 A2 	 10 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR15F_MOD2		 A2 	 9 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR15F_MOD3		 A2 	 12 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR15F_MOD4		 A2 	 11 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR16F_MOD1		 A2 	 18 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR16F_MOD2		 A2 	 17 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR16F_MOD3		 A2 	 20 			 1256
BPix_BmI_SEC4_PRT2 	 5 	 tkfec2 	 0x3 	 0x7b 	 0x13 	 BPix_BmI_SEC4_LYR4_LDR16F_MOD4		 A2 	 19 			 1256
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4H_MOD2		 A1 	 3 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4H_MOD2		 A2 	 3 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4H_MOD2		 B1 	 4 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4H_MOD2		 B2 	 4 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4F_MOD2		 A1 	 2 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4F_MOD2		 A2 	 2 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4F_MOD2		 B1 	 1 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4F_MOD2		 B2 	 1 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4H_MOD3		 A1 	 12 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4H_MOD3		 A2 	 12 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4H_MOD3		 B1 	 11 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4H_MOD3		 B2 	 11 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4F_MOD3		 A1 	 10 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4F_MOD3		 A2 	 10 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4F_MOD3		 B1 	 9 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4F_MOD3		 B2 	 9 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4H_MOD4		 A1 	 23 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4H_MOD4		 A2 	 23 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4H_MOD4		 B1 	 24 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4H_MOD4		 B2 	 24 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4F_MOD4		 A1 	 21 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4F_MOD4		 A2 	 21 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4F_MOD4		 B1 	 22 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR1_LDR4F_MOD4		 B2 	 22 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD1		 A1 	 8 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD1		 A2 	 8 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD1		 B1 	 7 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD1		 B2 	 7 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD2		 A1 	 5 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD2		 A2 	 5 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD2		 B1 	 6 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD2		 B2 	 6 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD3		 A1 	 13 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD3		 A2 	 13 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD3		 B1 	 14 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD3		 B2 	 14 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD4		 A1 	 15 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD4		 A2 	 15 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD4		 B1 	 16 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR8F_MOD4		 B2 	 16 			 1279
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD1		 A1 	 20 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD1		 A2 	 20 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD1		 B1 	 19 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD1		 B2 	 19 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD2		 A1 	 18 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD2		 A2 	 18 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD2		 B1 	 17 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD2		 B2 	 17 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD3		 A1 	 28 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD3		 A2 	 28 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD3		 B1 	 27 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD3		 B2 	 27 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD4		 A1 	 26 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD4		 A2 	 26 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD4		 B1 	 25 			 1280
BPix_BmI_SEC5_PRT1 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x11 	 BPix_BmI_SEC5_LYR2_LDR9F_MOD4		 B2 	 25 			 1280
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR3_LDR12F_MOD1		 A1 	 15 			 1280
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR3_LDR12F_MOD2		 A1 	 16 			 1280
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR3_LDR12F_MOD3		 A1 	 13 			 1280
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR3_LDR12F_MOD4		 A1 	 14 			 1280
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR3_LDR13F_MOD1		 A1 	 23 			 1281
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR3_LDR13F_MOD2		 A1 	 24 			 1281
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR3_LDR13F_MOD3		 A1 	 21 			 1281
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR3_LDR13F_MOD4		 A1 	 22 			 1281
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR3_LDR14F_MOD1		 A1 	 26 			 1281
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR3_LDR14F_MOD2		 A1 	 25 			 1281
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR3_LDR14F_MOD3		 A1 	 28 			 1281
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR3_LDR14F_MOD4		 A1 	 27 			 1281
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR17F_MOD1		 A1 	 3 			 1279
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR17F_MOD2		 A1 	 4 			 1279
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR17F_MOD3		 A1 	 1 			 1279
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR17F_MOD4		 A1 	 2 			 1279
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR18F_MOD1		 A1 	 7 			 1279
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR18F_MOD2		 A1 	 8 			 1279
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR18F_MOD3		 A1 	 5 			 1279
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR18F_MOD4		 A1 	 6 			 1279
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR19F_MOD1		 A1 	 10 			 1280
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR19F_MOD2		 A1 	 9 			 1280
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR19F_MOD3		 A1 	 12 			 1280
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR19F_MOD4		 A1 	 11 			 1280
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR20F_MOD1		 A1 	 18 			 1280
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR20F_MOD2		 A1 	 17 			 1280
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR20F_MOD3		 A1 	 20 			 1280
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR4_LDR20F_MOD4		 A1 	 19 			 1280
BPix_BmI_SEC5_PRT2 	 7 	 tkfec2 	 0x3 	 0x7a 	 0x13 	 BPix_BmI_SEC5_LYR3_LDR12F_MOD1		 A2 	 15 			 1280
